Gene ID	Gene Name	ERR3452819	ERR3452821	ERR3452822	ERR3452820	ERR3452816	ERR3452817	ERR3452823	ERR3452818	ERR3452815
WBGene00198913	Y40B10A.10	0	0	0	0	0	0	0	0	0
WBGene00198914	F25H8.15	0	0	0	0	0	0	0	0	0
WBGene00198915	C26D10.8	0	0	0	0	0	0	0	0	0
WBGene00198916	B0457.12	0	0	0	0	0	0	0	0	0
WBGene00198917	K02G10.13	0	0	0	0	0	0	0	0	0
WBGene00198918	Y69E1A.12	0	0	0	0	0	0	0	0	0
WBGene00198919	Y119D3B.25	0	0	0	0	0	0	0	0	0
WBGene00198920	C13G3.10	0	0	0	0	0	0	1	0	0
WBGene00198921	F40E10.11	0	0	0	0	0	0	0	0	0
WBGene00198922	F35C12.4	0	0	0	0	0	0	0	0	0
WBGene00198923	Y37E11AL.16	0	0	0	0	0	0	0	0	0
WBGene00198924	C15F1.14	0	0	0	0	0	0	0	0	0
WBGene00198925	T07A5.8	1	4	4	5	2	4	3	5	1
WBGene00198926	Y77E11A.18	0	0	0	0	0	0	0	0	0
WBGene00198927	W06B11.8	0	1	1	0	0	1	0	0	0
WBGene00198928	T04C9.9	0	0	0	0	0	0	0	0	0
WBGene00198929	T12B3.8	0	0	0	0	0	0	0	0	0
WBGene00198930	Y22F5A.10	0	0	0	0	0	0	0	2	0
WBGene00198931	ZK678.11	0	0	0	0	0	0	0	0	0
WBGene00198932	F29C4.11	0	2	1	0	0	0	0	0	0
WBGene00198933	Y37A1B.333	0	0	0	0	0	0	0	0	0
WBGene00198934	W02B8.10	0	0	0	0	0	0	0	0	0
WBGene00198935	B0198.8	0	0	0	0	0	0	0	0	0
WBGene00198936	C15H9.12	0	0	1	0	1	0	0	0	0
WBGene00198937	ZK287.14	0	0	0	0	0	0	0	0	0
WBGene00198938	C11G10.7	0	0	0	0	0	0	0	0	0
WBGene00198939	K04C2.9	0	0	0	0	0	0	0	0	0
WBGene00198940	F31F7.8	0	0	0	0	0	0	0	0	0
WBGene00198941	F43G9.17	0	0	0	0	0	0	0	0	0
WBGene00198942	B0353.2	0	0	0	0	0	0	0	0	0
WBGene00198943	F58B6.8	0	0	0	0	0	0	0	0	0
WBGene00198944	Y65A5A.25	0	0	0	0	0	0	0	0	0
WBGene00198945	T08G5.18	0	0	0	0	0	0	0	0	0
WBGene00198946	C34G6.9	0	0	0	0	0	0	0	0	0
WBGene00198947	F26A10.18	0	0	2	0	0	0	0	0	0
WBGene00198948	Y60A9A.5	0	0	0	0	0	0	0	0	0
WBGene00198949	C50A2.6	0	0	0	0	0	0	0	0	0
WBGene00198950	T12D8.11	0	0	1	0	0	0	0	0	0
WBGene00198951	F26F12.17	0	0	0	0	0	0	0	0	0
WBGene00198952	F35B3.9	0	0	0	0	0	0	0	0	0
WBGene00198953	F54D12.18	0	0	0	0	0	0	0	0	0
WBGene00198954	C50H2.16	0	0	0	0	0	0	0	0	0
WBGene00198955	F57G12.7	0	0	0	0	0	0	1	0	0
WBGene00198956	R10H1.6	0	0	0	0	0	0	0	0	0
WBGene00198957	Y47H9C.18	0	0	0	0	0	0	0	0	0
WBGene00198958	C28A5.8	0	0	0	0	0	0	0	0	0
WBGene00198959	C40H5.13	0	0	0	0	0	0	0	0	0
WBGene00198960	T19C11.2	0	0	1	0	0	1	0	1	0
WBGene00198961	C54G7.13	0	0	0	0	0	0	0	0	0
WBGene00198962	C14F11.20	0	0	0	0	1	0	0	0	0
WBGene00198963	T21D9.6	0	0	0	0	0	0	0	0	0
WBGene00198964	K01F9.6	0	0	0	0	0	0	0	0	0
WBGene00198965	Y7A9D.65	0	0	0	0	0	0	0	0	0
WBGene00198966	Y39E4B.17	0	0	0	0	0	0	0	0	0
WBGene00198967	Y17D7A.5	0	0	0	0	0	0	0	0	0
WBGene00198968	Y39A3CL.12	0	0	0	0	0	0	0	0	0
WBGene00198969	cTel79B.1	0	0	0	0	0	0	0	0	0
WBGene00198970	T06H11.14	0	1	0	1	1	1	0	0	0
WBGene00198971	F07F6.10	0	0	0	0	0	0	0	0	0
WBGene00198972	C52G5.6	0	0	0	0	0	0	0	0	0
WBGene00198973	T14F9.15	0	0	0	0	0	0	0	0	0
WBGene00198974	C13B4.6	0	0	0	0	0	0	0	0	0
WBGene00198975	C17H12.33	1	2	0	0	0	0	0	0	0
WBGene00198976	C35C5.18	0	0	0	1	1	0	0	0	0
WBGene00198977	T28C12.9	0	0	0	0	0	0	0	0	0
WBGene00198978	F52H2.12	0	0	0	0	0	0	0	0	0
WBGene00198979	T19A5.10	0	0	0	0	0	0	1	0	0
WBGene00198980	C46G7.108	0	0	1	0	0	0	0	0	0
WBGene00198981	F44C4.12	0	0	0	0	0	0	0	0	0
WBGene00198982	C18A11.11	0	0	0	0	0	0	0	0	0
WBGene00198983	D1054.21	0	0	0	0	0	0	0	0	0
WBGene00198984	F46A9.8	0	0	0	0	0	0	0	0	0
WBGene00198985	T05A12.7	0	0	1	0	1	0	0	0	0
WBGene00198986	B0496.15	0	0	0	0	0	0	0	0	0
WBGene00198987	Y46E12BL.7	0	0	0	0	0	0	0	0	0
WBGene00198988	F38E11.22	0	0	0	0	0	0	0	0	0
WBGene00198989	C26E6.13	0	0	0	0	0	0	0	0	0
WBGene00198990	K09F5.12	0	0	0	0	0	0	0	0	0
WBGene00198991	T05G5.15	0	0	0	0	0	0	0	0	0
WBGene00198992	C18B2.8	0	0	0	0	0	0	0	0	0
WBGene00198993	T13H10.13	0	0	0	0	0	0	0	0	0
WBGene00198994	B0478.24	0	0	0	0	0	0	0	0	0
WBGene00198995	W07G1.13	0	0	0	0	0	0	0	0	0
WBGene00198996	F13D11.14	0	0	0	0	0	0	0	0	0
WBGene00198997	C11G10.8	0	0	0	0	0	0	0	0	0
WBGene00198998	F20H11.6	0	0	0	0	0	0	0	0	0
WBGene00198999	F28B4.6	0	0	0	0	0	0	0	0	0
WBGene00199000	T24D8.12	0	0	0	0	0	0	0	0	0
WBGene00199001	F54F11.4	0	0	0	0	0	0	0	0	0
WBGene00199002	Y51A2D.33	0	0	0	0	0	0	0	0	0
WBGene00199003	F42G9.10	0	0	0	0	0	0	0	0	0
WBGene00199004	F39C12.7	0	0	0	0	0	0	0	0	0
WBGene00199005	Y106G6H.17	0	1	1	0	0	0	1	0	0
WBGene00199006	R186.12	0	1	1	0	0	0	0	0	0
WBGene00199007	C25A11.9	0	0	0	0	0	0	0	0	0
WBGene00199008	T27A3.11	0	0	0	0	0	0	0	0	0
WBGene00199009	C01C4.5	0	0	0	0	0	0	0	0	0
WBGene00199010	C04F1.4	0	4	3	0	0	0	0	3	0
WBGene00199011	T01B10.12	0	0	0	0	0	0	0	0	0
WBGene00199012	F08F1.17	0	0	0	0	0	0	0	0	0
WBGene00199013	Y87G2A.22	0	0	0	0	0	0	0	0	0
WBGene00199014	F37H8.10	0	0	0	0	0	0	0	0	0
WBGene00199015	R02D5.14	0	0	0	0	0	0	0	0	0
WBGene00199016	W06H8.12	0	0	1	0	0	0	0	0	0
WBGene00199017	Y71G12B.36	0	0	0	0	0	0	0	0	0
WBGene00199018	F57C7.10	0	0	0	0	1	0	0	0	0
WBGene00199019	W04D2.11	0	0	0	0	0	0	0	0	0
WBGene00199020	Y48A6B.16	0	1	0	0	0	0	0	0	1
WBGene00199021	T10H4.19	0	0	0	0	0	0	0	0	0
WBGene00199022	M60.10	0	0	0	0	0	0	0	0	0
WBGene00199023	K10D6.14	0	0	0	0	0	0	0	0	0
WBGene00199024	C34F11.13	0	0	0	0	0	0	0	0	0
WBGene00199025	C09G12.18	0	0	0	0	0	0	0	0	0
WBGene00199026	T28C12.10	0	0	0	0	0	0	0	0	0
WBGene00199027	E01G4.8	0	0	0	0	0	0	1	0	0
WBGene00199028	Y46E12A.8	0	0	0	0	0	0	0	0	0
WBGene00199029	F08G5.15	0	0	0	0	0	0	0	0	0
WBGene00199030	Y77E11A.19	0	0	0	0	0	0	0	0	0
WBGene00199031	F57G12.8	0	0	0	0	0	0	0	0	0
WBGene00199032	C09H10.14	0	0	0	0	0	0	0	0	0
WBGene00199033	H30A04.7	0	0	0	0	0	0	0	0	0
WBGene00199034	F56E3.15	0	0	0	0	0	0	0	0	0
WBGene00199035	F54F3.5	0	0	0	0	0	0	0	0	0
WBGene00199036	T03A1.5	0	0	0	0	0	0	0	0	0
WBGene00199037	C06E4.17	0	0	0	0	0	0	0	0	0
WBGene00199038	C02D4.9	0	0	0	0	0	0	0	0	0
WBGene00199039	F52F12.13	0	0	0	0	0	0	0	0	0
WBGene00199040	R07G3.13	0	0	0	0	0	0	0	0	0
WBGene00199041	F37H8.11	0	0	0	0	0	0	0	0	0
WBGene00199042	H34C03.20	0	0	0	0	0	1	2	0	0
WBGene00199043	C49F8.10	0	0	0	0	0	0	0	0	0
WBGene00199044	K03E5.7	0	0	0	2	0	0	0	0	0
WBGene00199045	Y53F4B.58	0	0	0	0	0	0	0	0	0
WBGene00199046	T21B6.11	0	0	0	0	0	0	0	0	0
WBGene00199047	Y7A5A.17	0	0	0	0	0	0	0	0	0
WBGene00199048	T06H11.15	0	0	0	0	0	0	0	0	0
WBGene00199049	Y75B7AL.7	0	0	0	0	0	0	0	0	0
WBGene00199050	C23H5.13	0	0	0	0	0	0	0	0	0
WBGene00199051	R03E9.7	0	0	0	0	0	0	0	0	0
WBGene00199052	F32A6.10	0	0	0	0	0	0	0	0	0
WBGene00199053	T24B8.16	0	0	0	0	0	0	0	0	0
WBGene00199054	F49E10.16	0	0	0	0	0	0	0	0	0
WBGene00199055	F46F3.12	0	0	0	0	0	0	0	0	1
WBGene00199056	C05A9.6	0	0	0	0	0	0	0	0	0
WBGene00199057	C06A8.14	0	0	0	0	0	0	0	0	0
WBGene00199058	K07C10.7	0	0	0	0	0	0	0	0	0
WBGene00199059	Y22D7AL.17	0	0	0	0	0	0	1	0	0
WBGene00199060	F56E3.16	0	0	0	0	0	0	0	0	0
WBGene00199061	W09G3.14	0	0	0	0	0	0	0	0	0
WBGene00199062	C03C11.6	0	0	0	0	0	0	0	0	0
WBGene00199063	T14B4.14	0	0	0	0	0	0	0	0	0
WBGene00199064	ZK849.7	0	0	0	0	0	0	0	0	0
WBGene00199065	C29A12.14	0	0	0	0	0	0	0	0	0
WBGene00199066	M03E7.6	0	0	0	0	0	0	0	0	0
WBGene00199067	Y39B6A.82	0	1	0	0	0	0	0	0	0
WBGene00199068	F31A3.7	0	0	0	0	0	0	0	0	0
WBGene00199069	F35B12.13	0	0	0	0	0	0	0	0	0
WBGene00199070	C34G6.10	0	0	0	0	0	0	0	0	0
WBGene00199071	F52H3.9	0	0	0	0	0	0	0	0	0
WBGene00199072	C18H7.14	0	0	0	0	0	0	0	0	0
WBGene00199073	F13H6.19	0	0	0	0	0	0	0	0	0
WBGene00199074	F15A2.11	0	0	0	0	0	0	0	0	0
WBGene00199075	H37A05.5	0	0	0	0	0	0	0	0	0
WBGene00199076	K10D6.15	0	0	0	0	0	0	0	0	0
WBGene00199077	K10C3.11	0	0	0	0	0	0	0	0	0
WBGene00199078	B0523.6	0	0	0	0	0	0	0	0	0
WBGene00199079	R01E6.14	0	0	0	0	0	0	0	0	0
WBGene00199080	W05E10.14	0	0	0	0	0	0	0	0	0
WBGene00199081	W10C8.12	0	0	0	0	0	0	0	0	0
WBGene00199082	B0454.18	3	7	1	1	1	1	0	7	1
WBGene00199083	B0496.16	0	0	0	0	0	0	0	0	0
WBGene00199084	C11G10.9	0	0	0	0	0	0	0	0	0
WBGene00199085	F57G12.9	0	0	0	0	0	0	0	0	0
WBGene00199086	K08A8.20	0	0	0	0	0	0	0	0	0
WBGene00199087	D1005.8	0	0	0	0	0	0	0	0	0
WBGene00199088	Y39G10AR.30	0	0	0	0	0	0	0	0	0
WBGene00199089	B0395.7	0	0	0	0	0	0	0	0	0
WBGene00199090	Y40C7B.7	0	0	0	0	0	0	0	0	0
WBGene00199091	F32G8.10	0	0	0	0	0	0	0	0	0
WBGene00199092	T23E7.9	0	0	0	0	0	0	0	0	0
WBGene00199093	F13H6.20	0	0	0	0	0	0	0	0	0
WBGene00199094	T24D11.4	0	0	0	0	0	0	0	0	0
WBGene00199095	T21B10.11	0	0	0	0	0	0	0	0	0
WBGene00199096	F19C6.10	0	1	0	0	0	0	0	0	0
WBGene00199097	B0403.11	0	0	0	0	0	0	0	0	0
WBGene00199098	F45E1.13	0	0	0	0	0	0	0	0	0
WBGene00199099	ZC412.11	0	0	0	0	0	0	0	0	0
WBGene00199100	Y38F2AL.9	0	0	0	0	0	0	0	0	0
WBGene00199101	C44E12.5	0	0	1	0	1	0	0	0	0
WBGene00199102	Y53F4B.59	0	0	0	0	0	0	0	0	0
WBGene00199103	Y71F9B.20	0	0	0	0	0	0	0	0	0
WBGene00199104	T24B8.17	0	1	0	0	0	0	0	0	0
WBGene00199105	F35G2.15	0	0	0	0	0	0	0	0	0
WBGene00199106	F54D7.8	0	0	0	0	0	0	0	0	0
WBGene00199107	K01A6.14	0	0	0	0	0	0	0	0	0
WBGene00199108	F22F1.7	0	0	0	0	0	0	0	0	0
WBGene00199109	Y49F6B.17	0	0	0	0	1	0	0	0	0
WBGene00199110	C32D5.17	0	0	0	0	0	0	0	0	0
WBGene00199111	D2023.16	0	0	0	0	0	0	0	0	0
WBGene00199112	C08B11.11	1	0	0	0	1	2	0	0	0
WBGene00199113	C17D12.14	0	0	0	0	0	0	0	0	0
WBGene00199114	R166.9	1	0	0	0	0	0	0	0	0
WBGene00199115	T23E1.5	0	0	0	0	0	0	0	0	0
WBGene00199116	C09D4.8	1	0	0	0	0	0	0	0	0
WBGene00199117	C30A5.15	0	0	0	0	0	0	0	0	0
WBGene00199118	ZC506.7	0	0	0	0	0	0	0	0	0
WBGene00199119	T19B10.16	0	0	0	0	0	0	0	0	0
WBGene00199120	ZK418.12	0	0	0	0	0	0	0	0	0
WBGene00199121	F22E12.9	0	0	0	0	0	0	0	0	0
WBGene00199122	B0495.19	0	0	0	0	0	0	0	0	0
WBGene00199123	F45B8.14	0	0	0	0	0	1	0	0	0
WBGene00199124	C09B9.80	0	0	0	0	0	0	0	0	0
WBGene00199125	C56A3.12	0	0	0	0	0	0	0	0	0
WBGene00199126	M03D4.76	0	0	0	0	0	0	0	0	0
WBGene00199127	R03C1.5	0	0	0	0	0	0	0	0	0
WBGene00199128	C52E4.16	0	0	0	0	0	0	0	0	0
WBGene00199129	T04F3.8	0	0	0	0	0	0	0	0	0
WBGene00199130	C17H11.7	0	0	0	0	0	0	0	0	0
WBGene00199131	W09G10.7	0	0	0	0	0	0	0	0	0
WBGene00199132	C37H5.15	0	0	0	0	0	0	0	0	0
WBGene00199133	ZC250.10	0	0	0	0	0	0	0	0	0
WBGene00199134	R09F10.17	0	0	0	0	0	0	0	0	0
WBGene00199135	E01G6.4	0	0	0	0	0	0	0	0	0
WBGene00199136	W07G1.14	0	0	0	0	0	0	0	0	0
WBGene00199137	B0547.34	0	0	0	0	0	0	0	0	0
WBGene00199138	K06A4.11	0	0	0	0	0	0	0	0	0
WBGene00199139	W08F4.17	0	0	0	0	0	0	0	0	0
WBGene00199140	Y39A3A.8	0	0	0	0	0	0	0	0	0
WBGene00199141	R90.9	0	0	0	0	0	0	0	0	0
WBGene00199142	C09B7.8	0	0	0	0	0	0	0	0	0
WBGene00199143	F25G6.19	0	0	0	0	0	0	0	0	0
WBGene00199144	R04E5.15	0	0	0	0	0	0	0	0	0
WBGene00199145	ZK1067.10	0	0	0	0	0	0	0	0	0
WBGene00199146	Y71H9A.5	0	0	0	0	0	0	0	0	0
WBGene00199147	F44E7.14	0	0	0	1	0	0	0	0	0
WBGene00199148	C17F3.4	0	0	0	0	0	0	0	0	0
WBGene00199149	Y22F5B.1	0	0	0	0	0	0	0	0	0
WBGene00199150	K11G9.11	0	0	0	0	0	0	0	0	0
WBGene00199151	ZK994.10	0	0	0	0	0	0	0	0	0
WBGene00199152	T06F4.11	0	0	0	0	0	0	0	0	0
WBGene00199153	C39E6.11	0	0	0	0	0	0	0	0	0
WBGene00199154	ZK512.15	0	0	0	0	0	0	0	0	0
WBGene00199155	Y71H9A.6	0	0	0	0	0	0	0	0	0
WBGene00199156	H22K11.10	0	0	0	0	0	0	0	0	0
WBGene00199157	ZK945.12	0	0	0	0	0	0	0	0	0
WBGene00199158	C33D3.6	0	0	0	0	0	0	0	0	0
WBGene00199159	W06A7.9	0	0	0	0	0	0	0	0	0
WBGene00199160	C32E12.7	0	0	0	0	0	0	0	0	0
WBGene00199161	F46C5.12	0	0	0	0	0	0	0	0	0
WBGene00199162	ZK131.12	0	0	0	0	0	0	0	0	0
WBGene00199163	ZK617.16	0	0	0	0	0	0	0	0	0
WBGene00199164	Y75B8A.53	0	0	0	0	0	0	0	0	0
WBGene00199165	T02E9.21	0	0	0	0	0	0	0	0	0
WBGene00199166	K08F8.11	0	0	0	0	0	0	0	0	0
WBGene00199167	Y45F10B.61	0	0	0	0	0	0	0	0	0
WBGene00199168	T19F4.5	0	0	0	0	0	0	0	0	0
WBGene00199169	F09D5.6	0	0	0	0	0	0	0	0	0
WBGene00199170	C02D4.10	0	0	0	0	0	0	0	0	0
WBGene00199171	C30H6.19	0	1	0	0	1	1	0	1	0
WBGene00199172	Y71D11A.8	5	2	1	4	3	1	0	2	1
WBGene00199173	D1046.12	0	0	0	0	0	0	0	0	0
WBGene00199174	F13H8.14	0	0	0	0	0	0	0	0	0
WBGene00199175	C53C7.7	0	0	0	1	0	0	0	0	0
WBGene00199176	F46G11.14	0	0	0	0	0	0	0	0	0
WBGene00199177	T26H10.6	0	0	0	0	0	0	0	0	0
WBGene00199178	K04H4.14	0	0	0	0	0	0	0	0	0
WBGene00199179	C44H4.11	2	0	0	0	0	1	0	0	0
WBGene00199180	C08D8.4	0	0	0	0	0	0	0	0	0
WBGene00199181	F28B4.7	0	0	0	0	0	0	0	0	0
WBGene00199182	ZK1025.15	0	0	0	0	0	0	0	0	0
WBGene00199183	T10D4.18	0	0	0	0	0	0	0	0	0
WBGene00199184	E02A10.8	0	0	0	0	0	0	1	0	0
WBGene00199185	VC5.11	0	0	0	0	0	0	0	0	0
WBGene00199186	K06A4.12	0	0	0	0	0	0	0	0	0
WBGene00199187	T24C2.8	0	0	0	0	0	0	0	0	0
WBGene00199188	Y39A1A.29	0	0	0	0	0	0	0	0	0
WBGene00199189	F11D5.19	0	0	0	0	0	0	0	0	0
WBGene00199190	C05B5.15	0	0	0	0	0	0	0	0	0
WBGene00199191	F25D7.7	0	0	0	0	0	0	0	0	0
WBGene00199192	K06A5.9	0	0	0	0	0	0	0	0	0
WBGene00199193	F09C11.2	0	0	0	0	0	0	0	0	0
WBGene00199194	C14F11.21	0	1	0	0	0	0	0	0	0
WBGene00199195	F11D5.20	0	0	0	0	0	0	0	0	0
WBGene00199196	T01B4.6	0	0	0	0	0	0	0	0	0
WBGene00199197	W01A11.12	0	0	0	0	0	0	0	0	0
WBGene00199198	F54B11.13	0	0	0	0	0	0	0	0	0
WBGene00199199	C05C9.10	0	0	0	0	0	0	0	0	0
WBGene00199200	C37A5.12	0	0	0	1	0	0	0	0	0
WBGene00199201	Y71F9AL.19	0	0	0	0	0	0	1	0	1
WBGene00199202	DL2.1	0	0	0	0	0	0	0	0	0
WBGene00199203	C18E9.14	0	0	0	0	0	0	0	0	0
WBGene00199204	T11F9.26	0	0	0	0	0	0	0	0	0
WBGene00199205	C04G6.14	0	0	0	0	0	0	0	0	0
WBGene00199206	F18A1.10	1	1	1	1	0	0	0	0	1
WBGene00199207	F42A9.13	0	0	0	0	0	0	0	0	0
WBGene00199208	F15B9.13	0	0	0	0	0	0	0	0	0
WBGene00199209	F31D4.10	0	0	0	0	0	0	0	0	0
WBGene00199210	Y51A2B.13	0	0	0	0	0	0	0	0	0
WBGene00199211	D1081.15	0	0	0	0	0	0	0	1	0
WBGene00199212	T05A10.8	0	0	0	0	0	0	0	0	0
WBGene00199213	F45H7.11	0	0	0	0	1	0	0	0	0
WBGene00199214	W07E11.5	0	0	0	0	0	0	0	0	0
WBGene00199215	C45E1.9	0	0	0	0	0	0	0	0	0
WBGene00199216	K03B8.21	0	0	0	0	0	0	0	0	0
WBGene00199217	ZK973.19	0	0	0	0	0	0	0	0	0
WBGene00199218	R10E12.6	0	0	0	0	0	0	0	0	0
WBGene00199219	T08G2.7	0	0	0	0	0	0	0	0	0
WBGene00199220	C43C3.10	0	0	0	0	0	0	0	0	0
WBGene00199221	B0393.16	0	0	0	0	0	0	0	0	0
WBGene00199222	T07H6.8	0	0	0	0	0	0	0	0	1
WBGene00199223	C14F11.22	0	0	0	0	0	0	0	0	0
WBGene00199224	F52B10.17	0	0	0	1	0	0	0	0	0
WBGene00199225	ZK1321.5	0	0	0	0	0	0	0	0	0
WBGene00199226	F53A3.8	0	0	0	0	0	0	0	0	0
WBGene00199227	F43E12.4	0	0	0	0	0	0	0	0	0
WBGene00199228	H19M22.8	0	0	0	0	0	0	0	0	0
WBGene00199229	K08B12.10	0	0	0	0	0	0	0	0	0
WBGene00199230	R173.9	0	0	0	0	0	0	0	0	0
WBGene00199231	C34H3.16	0	0	0	0	0	0	0	0	1
WBGene00199232	Y51H7C.26	0	0	0	0	0	0	0	0	0
WBGene00199233	C44E12.6	0	0	0	0	0	0	0	0	0
WBGene00199234	ZC504.14	0	0	0	0	0	0	0	0	0
WBGene00199235	F17C8.11	0	1	0	0	0	0	0	0	0
WBGene00199236	T05A6.14	0	0	0	0	0	0	0	0	0
WBGene00199237	T25B6.9	0	0	0	0	0	0	0	0	0
WBGene00199238	W05B10.8	0	0	0	0	0	0	0	0	0
WBGene00199239	Y55D5A.10	0	0	0	0	0	0	0	0	0
WBGene00199240	ZK381.49	0	0	0	0	0	0	0	0	0
WBGene00199241	F31F6.12	0	0	0	0	0	0	0	0	0
WBGene00199242	K02B2.35	0	0	0	0	0	0	0	0	0
WBGene00199243	F54E4.12	0	0	0	0	0	0	0	0	0
WBGene00199244	ZK973.20	0	0	0	0	0	0	0	0	0
WBGene00199245	H30A04.8	0	0	0	0	0	0	0	0	0
WBGene00199246	F47B7.13	0	0	0	0	0	0	0	0	0
WBGene00199247	T27E4.19	0	0	0	0	0	0	0	0	0
WBGene00199248	F57B7.10	0	0	0	0	0	0	0	0	0
WBGene00199249	F49E7.4	0	0	0	0	0	0	0	0	0
WBGene00199250	C36F7.18	0	0	0	0	0	0	0	2	0
WBGene00199251	F46F2.10	2	1	0	0	0	0	0	0	0
WBGene00199252	F16F9.13	0	0	0	0	0	0	0	0	0
WBGene00199253	D1046.13	0	0	0	0	0	0	0	0	0
WBGene00199254	R07D5.6	0	0	0	0	0	0	0	0	0
WBGene00199255	T10H10.5	0	0	0	0	0	0	0	0	0
WBGene00199256	H36N01.2	0	0	0	0	0	0	0	0	0
WBGene00199257	Y52B11A.17	0	0	0	0	0	0	0	0	0
WBGene00199258	W06B11.9	0	0	0	0	0	0	0	1	0
WBGene00199259	H01G02.12	0	1	0	0	0	0	0	0	0
WBGene00199260	H36L18.3	0	0	0	0	0	1	0	0	0
WBGene00199261	C24A3.13	0	0	0	0	0	0	0	0	0
WBGene00199262	F53A9.13	0	0	1	0	0	0	0	0	0
WBGene00199263	W10C4.2	0	1	0	0	0	0	0	0	0
WBGene00199264	C56C10.14	0	0	0	0	0	0	0	0	0
WBGene00199265	C05B10.15	0	0	0	0	0	0	0	0	0
WBGene00199266	Y102A11A.11	0	0	0	0	0	0	0	0	0
WBGene00199267	F43G6.15	0	0	0	0	0	0	0	0	0
WBGene00199268	C42D8.16	0	0	0	0	0	0	0	0	0
WBGene00199269	F13H6.21	0	0	0	0	0	0	0	0	0
WBGene00199270	K03H9.10	0	0	0	0	0	0	0	1	0
WBGene00199271	F41G4.10	0	0	0	0	0	0	0	0	0
WBGene00199272	C25A8.9	0	0	0	0	0	0	0	0	0
WBGene00199273	R12B2.10	0	2	1	0	0	0	0	0	0
WBGene00199274	Y54G2A.64	0	0	0	0	0	0	0	0	0
WBGene00199275	AC3.15	0	0	1	0	0	0	0	0	0
WBGene00199276	C45B11.10	0	0	0	0	0	0	0	0	0
WBGene00199277	R13.8	0	0	1	1	0	3	0	0	0
WBGene00199278	F54D8.8	1	0	0	0	0	0	0	0	0
WBGene00199279	Y73B3A.26	0	0	0	0	0	0	0	0	0
WBGene00199280	K07A1.19	0	0	0	0	0	0	0	0	0
WBGene00199281	C45G7.9	0	0	0	0	0	0	0	0	0
WBGene00199282	Y56A3A.38	0	0	0	0	0	0	0	0	0
WBGene00199283	F32A11.9	1	6	2	3	0	0	0	2	2
WBGene00199284	H32C10.96	0	0	0	0	0	1	0	0	0
WBGene00199285	K09E9.10	0	0	0	0	0	0	0	0	0
WBGene00199286	W05H5.9	0	0	0	0	0	0	0	0	0
WBGene00199287	Y73B6BL.279	0	0	0	0	0	0	0	0	0
WBGene00199288	C47E12.18	0	0	0	0	0	0	0	0	0
WBGene00199289	Y57E12B.6	0	0	0	0	0	0	0	0	0
WBGene00199290	ZK377.9	0	0	0	0	0	0	2	0	0
WBGene00199291	R02D5.15	0	0	0	0	0	0	0	1	0
WBGene00199292	Y48A6B.17	0	0	0	0	0	0	0	0	0
WBGene00199293	C41G11.14	0	0	0	0	0	0	0	0	0
WBGene00199294	F02G3.5	0	0	0	0	0	0	0	0	0
WBGene00199295	T19C4.22	0	0	0	0	0	0	0	0	0
WBGene00199296	F45D3.9	0	0	0	0	0	0	1	0	0
WBGene00199297	T10E9.12	0	0	0	0	2	0	0	0	0
WBGene00199298	Y40C5A.19	0	0	0	0	0	0	0	0	0
WBGene00199299	Y38H6A.9	0	0	0	0	0	0	0	0	0
WBGene00199300	T21G5.8	0	0	0	0	0	0	0	0	0
WBGene00199301	K02A4.8	0	0	0	1	0	0	0	2	0
WBGene00199302	R11.7	0	0	0	0	0	0	0	0	0
WBGene00199303	F54F7.12	0	0	0	0	0	0	0	0	0
WBGene00199304	C07G1.12	1	0	0	0	0	0	0	0	0
WBGene00199305	C39E9.18	0	0	0	0	0	0	0	0	0
WBGene00199306	R01E6.15	0	0	0	0	0	1	0	0	0
WBGene00199307	F58H1.21	0	0	0	0	0	0	0	0	0
WBGene00199308	C05D12.10	0	0	0	0	0	0	0	0	0
WBGene00199309	C09G5.10	0	0	0	0	0	0	0	0	0
WBGene00199310	K05B2.7	0	0	0	0	0	0	0	0	0
WBGene00199311	ZK816.8	0	0	0	0	0	0	0	0	0
WBGene00199312	B0457.13	0	0	1	0	0	0	0	0	0
WBGene00199313	C04F6.8	0	0	0	0	0	0	0	0	0
WBGene00199314	R02D5.16	1	0	0	1	0	0	0	0	0
WBGene00199315	T04C12.23	0	0	0	0	0	0	0	0	0
WBGene00199316	PDB1.2	0	0	0	0	0	0	0	0	0
WBGene00199317	Y23B4A.5	0	0	0	0	0	0	0	0	0
WBGene00199318	R13H8.3	0	0	0	1	0	0	0	0	0
WBGene00199319	F47D12.10	0	0	0	0	0	0	0	0	0
WBGene00199320	R02D5.17	0	0	0	0	0	0	0	0	0
WBGene00199321	B0034.12	0	0	0	0	0	0	0	0	0
WBGene00199322	ZK550.42	0	0	0	0	0	0	0	0	0
WBGene00199323	C08D8.5	0	1	0	2	0	0	0	0	0
WBGene00199324	M153.8	0	0	0	0	0	0	0	0	0
WBGene00199325	F45H7.12	0	0	0	0	0	0	0	0	0
WBGene00199326	T01C8.9	0	0	0	0	0	0	0	0	0
WBGene00199327	T13H2.8	0	0	0	0	0	0	0	0	0
WBGene00199328	R10E12.7	0	0	0	0	0	0	0	0	0
WBGene00199329	F11D5.21	0	1	1	1	0	0	0	0	0
WBGene00199330	F31B9.5	0	0	0	0	0	0	0	0	0
WBGene00199331	K12D12.9	0	0	0	0	0	0	0	2	0
